Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock left,Auto Reorder,Reorder Quantity
ORD1228,25-04-2024,02-05-2024,CUST238,Caitlin Nelson,Corporate,PROD8833,Notebook,Office Supplies,West,Kentucky,Sanchezberg,8,1052,5,8670.2,7995.99,674.21,Cash,Returned,Smith-Wall,hannahsmith@jennings.com,50,No,0
ORD1229,05-08-2025,08-08-2025,CUST296,Sara Miller,Consumer,PROD5743,Study Table,Furniture,North,Michigan,Fullerland,8,4588,20,30038.2,29364.06,674.14,Net Banking,Delivered,Garza-Chang,laramichael@rios.biz,34,No,0
ORD1230,11-08-2024,16-08-2024,CUST750,Dr. Johnny Compton,Home Office,PROD4392,Pen,Office Supplies,North,Wisconsin,North Catherineview,7,979,10,6842.7,6168.33,674.37,UPI,Delivered,Ochoa-Gallagher,dboyd@wilson.net,0,Yes,49
ORD1231,15-09-2024,16-09-2024,CUST917,Kristie Brown,Corporate,PROD4199,Juice Pack,Grocery,North,Alaska,East Destiny,7,3475,5,23783.75,23109.5,674.25,Cash,Returned,Taylor-Jennings,millerbrittany@wang.com,27,No,0
ORD1232,27-08-2025,31-08-2025,CUST949,Katherine Hamilton,Consumer,PROD1959,Calculator,Office Supplies,South,Nevada,South Charles,7,1068,5,7333.2,7102.91,230.29,Cash,Pending,Mills-Garcia,patricia64@osborne-waters.info,22,No,0
ORD1233,15-12-2024,17-12-2024,CUST149,Charles Moore,Consumer,PROD3568,Notebook,Office Supplies,East,Virginia,New Pamelaborough,2,4943,15,8634.1,8403.97,230.13,Credit card,Pending,Trevino and Sons,steelebrittany@hernandez.com,42,No,0
ORD1234,18-09-2024,25-09-2024,CUST129,Michael Lopez,Consumer,PROD3795,Sofa,Furniture,South,Georgia,New Matthew,9,4889,15,37631.85,37401.45,230.4,UPI,Delivered,Brooks-Morales,gregory74@stafford-smith.com,41,No,0
ORD1235,27-08-2025,01-09-2025,CUST149,Jennifer Roberts,Consumer,PROD8258,Study Table,Furniture,East,Iowa,Alexanderfurt,9,2698,10,22084.8,21854.53,230.27,UPI,Cancelled,"Walls, Carter and Knapp",dixonlaura@guerrero-miller.com,31,No,0
ORD1236,01-06-2024,03-06-2024,CUST579,Mark Wise,Home Office,PROD7971,Juice Pack,Grocery,West,Mississippi,New Manuelfort,9,563,5,5044.65,4814.29,230.36,UPI,Cancelled,"King, Perry and Jennings",ntaylor@hall-mills.com,13,No,0
ORD1237,01-03-2025,04-03-2025,CUST918,Sean Hernandez,Home Office,PROD9761,Laptop,Electronics,East,Iowa,Wrightshire,7,420,20,2583,2352.66,230.34,Cash,Delivered,"Stevens, Thompson and Ball",karen44@anderson.com,42,No,0
ORD1238,05-03-2024,06-03-2024,CUST738,Lisa Alexander,Home Office,PROD5950,Study Table,Furniture,North,Utah,West Jason,3,4561,15,11861.55,11631.32,230.23,Net Banking,Delivered,Hurst Group,wrightnicholas@huang.com,8,Yes,26
ORD1239,22-08-2025,24-08-2025,CUST993,Norma Mccullough,Corporate,PROD4953,Rice Bag,Grocery,East,Alabama,Deborahside,10,2495,5,23933.5,23703.29,230.21,UPI,Pending,Franklin-Barker,khobbs@white.org,6,Yes,27
ORD1240,26-08-2024,01-09-2024,CUST627,David Olson,Corporate,PROD7425,Bookshell,Furniture,North,North Dakota,Lindseyborough,10,2041,15,17579.5,17349.15,230.35,Cash,Delivered,Nunez-Jones,scottkelly@jensen.info,32,No,0
ORD1241,25-12-2024,28-12-2024,CUST747,Kimberly Warner,Consumer,PROD7549,Stapler,Office Supplies,East,Idaho,West Julie,9,1170,10,9708,9477.81,230.19,Net Banking,Returned,"Black, Fowler and Edwards",wgarcia@reed.org,6,Yes,25
ORD1242,30-09-2024,04-10-2024,CUST357,Jason Clark,Consumer,PROD4972,Headphones,Electronics,East,Ohio,Wrightfort,1,4602,20,3912.6,3682.2,230.4,Cash,Pending,Smith-Munoz,jason95@martin-chen.info,50,No,0
ORD1243,18-06-2025,25-06-2025,CUST191,David Wolfe,Corporate,PROD5875,Keyboard,Electronics,West,Indiana,New Donnabury,1,1032,10,1159.8,929.44,230.36,UPI,Returned,Davidson-Ayala,pwells@silva-shields.com,24,No,0
ORD1244,29-05-2025,01-06-2025,CUST582,Nicholas Roberts,Corporate,PROD8581,Office Chair,Furniture,North,North Carolina,East Dianaborough,4,1018,5,4099.4,3869.06,230.34,Net Banking,Pending,"Stone, White and Chavez",emilyhays@diaz-sanders.com,48,No,0
ORD1245,01-05-2025,03-05-2025,CUST800,Gary Melton,Home Office,PROD5594,Monitor,Electronics,North,Kansas,New Logan,10,162,20,1527,1296.88,230.12,Net Banking,Cancelled,"Doyle, Flores and Hines",collinsangela@chang.info,12,No,0
ORD1246,01-04-2025,05-04-2025,CUST662,Samantha Cohen,Consumer,PROD2790,Pen,Office Supplies,West,South Carolina,East Lynnmouth,1,1997,20,1828.6,1598.45,230.15,Net Banking,Returned,Bush-Jones,lauraanderson@gibbs.com,14,No,0
ORD1247,15-12-2023,17-12-2023,CUST240,Craig Martinez,Corporate,PROD1132,Bookshell,Furniture,North,Georgia,Robinsonstad,6,3762,10,20545.8,20315.6,230.2,Net Banking,Returned,Bowman Group,castanedajessica@reynolds.com,36,No,0
ORD1248,02-06-2025,06-06-2025,CUST952,Carl Frost,Home Office,PROD6179,File Folder,Office Supplies,South,Indiana,West Sarabury,5,4599,15,19776.75,19546.38,230.37,UPI,Pending,Anderson PLC,parksean@gardner-williams.com,33,No,0
ORD1249,30-12-2023,01-01-2024,CUST792,Jennifer Lopez,Home Office,PROD7948,File Folder,Office Supplies,West,Arizona,Pachecoberg,6,3034,10,16614.6,16384.26,230.34,Net Banking,Returned,Moore-Thomas,sandra47@wang.com,46,No,0
ORD1250,24-09-2025,27-09-2025,CUST543,Nicole Ruiz,Corporate,PROD1672,Sofa,Furniture,South,Kansas,Baileyfurt,3,1604,10,4561.8,4331.62,230.18,Credit card,Cancelled,"Santos, Holland and Nichols",burnettmichael@gamble-sullivan.com,28,No,0
ORD1251,15-05-2024,18-05-2024,CUST830,Karen Wells,Consumer,PROD2428,Study Table,Furniture,East,Massachusetts,Hudsonshire,5,1262,10,5910,5679.83,230.17,UPI,Pending,Lopez-Willis,swilliams@beck.com,7,Yes,45
ORD1252,14-09-2024,19-09-2024,CUST627,Yvette Lopez,Consumer,PROD8589,Rice Bag,Grocery,North,Maryland,Port Jacobtown,1,4616,0,4847,4616.84,230.16,Net Banking,Pending,Sampson PLC,david99@walker-torres.info,9,Yes,40
ORD1253,06-09-2025,12-09-2025,CUST716,James Mcgrath,Consumer,PROD4665,Monitor,Electronics,East,Louisiana,West Kevinside,4,2376,10,8784.6,8554.29,230.31,Credit card,Returned,"Turner, Moore and Arias",christina28@roberts.com,14,No,0
ORD1254,27-06-2024,01-07-2024,CUST659,Sonya Griffin,Corporate,PROD6503,Dining Table,Furniture,North,Mississippi,West Allison,8,4182,15,28668.6,28438.45,230.15,Net Banking,Delivered,Howard-Proctor,owensvickie@stone-johnson.net,14,No,0
ORD1255,05-08-2024,12-08-2024,CUST208,Lawrence Owens,Consumer,PROD9602,Study Table,Furniture,South,Wisconsin,West Saraberg,4,2091,10,7758.6,7528.3,230.3,Cash,Cancelled,Arroyo LLC,felicia03@moreno-wilson.com,49,No,0
ORD1256,22-01-2024,24-01-2024,CUST549,Katelyn Cooper,Consumer,PROD6919,Stapler,Office Supplies,East,Nevada,South Christine,9,1938,15,15056.7,14826.43,230.27,Cash,Delivered,Camacho-Moore,denisevalencia@lyons.com,21,No,0
ORD1257,19-06-2024,21-06-2024,CUST504,Matthew Hill,Consumer,PROD3157,Snacks,Grocery,West,Florida,Williamstown,1,3644,15,3328.4,3098.1,230.3,Credit card,Delivered,"Roberts, Barnes and Allen",martinrichard@lucas.biz,44,No,0
ORD1258,19-12-2023,26-12-2023,CUST620,Walter Moore,Consumer,PROD1924,Mouse,Electronics,South,New Hampshire,Wilsonport,4,2891,5,11216.8,10986.52,230.28,Net Banking,Returned,Lee-Hill,benjamin67@hicks.com,29,No,0
ORD1259,16-09-2025,17-09-2025,CUST470,Isaac Booth,Corporate,PROD6661,Calculator,Office Supplies,East,Colorado,Reynoldsstad,3,4831,0,14724,14493.75,230.25,Credit card,Delivered,Miller-Thornton,curtis77@harrison.org,35,No,0
ORD1260,23-11-2024,25-11-2024,CUST843,Alexandra Roy,Home Office,PROD7623,Headphones,Electronics,North,South Carolina,Riveraport,3,3022,5,8843.7,8613.38,230.32,UPI,Pending,Pittman-Harris,gware@davenport.org,34,No,0
ORD1261,06-11-2023,10-11-2023,CUST400,Anna Martin,Consumer,PROD8536,Laptop,Electronics,South,Montana,Thompsonton,6,1016,15,5412.6,5182.5,230.1,Credit card,Cancelled,Rodriguez-Garrett,jonestina@alexander.org,48,No,0
ORD1262,05-02-2025,11-02-2025,CUST918,Todd Guzman,Corporate,PROD4166,Cooking oil,Grocery,East,New Mexico,Josephchester,2,3880,10,7215,6984.83,230.17,UPI,Pending,Lam-Ball,princerodney@powell.info,14,No,0
ORD1263,22-09-2024,28-09-2024,CUST882,Kristen Rodriguez,Corporate,PROD8229,Rice Bag,Grocery,East,Arizona,Taylorside,1,2543,0,2774,2543.65,230.35,Cash,Returned,Prince PLC,davidcarter@johnson.com,19,No,0
ORD1264,13-09-2025,14-09-2025,CUST484,Daniel Campbell,Consumer,PROD9586,Dining Table,Furniture,South,Colorado,New Angel,3,2153,10,6044.1,5813.87,230.23,UPI,Returned,"Harris, Hernandez and Armstrong",maria93@dunn.net,7,Yes,50
ORD1265,09-02-2025,13-02-2025,CUST437,Katherine Horn,Corporate,PROD5236,Dining Table,Furniture,South,West Virginia,West Andrew,1,2076,10,2099.4,1869.07,230.33,UPI,Pending,Tate PLC,maria49@brown-lloyd.biz,31,No,0
ORD1266,25-07-2024,30-07-2024,CUST769,Michele House,Corporate,PROD6229,Monitor,Electronics,South,Rhode Island,Lake Adam,5,711,20,3075,2844.87,230.13,Cash,Returned,Moreno Inc,ystewart@costa.biz,13,No,0
ORD1267,12-10-2024,19-10-2024,CUST321,Charles Smith,Home Office,PROD3684,Office Chair,Furniture,West,Kansas,New Michaelfort,2,4925,15,8603.5,8373.17,230.33,Net Banking,Delivered,"Allen, Jackson and Cook",elizabeth66@mathis.com,6,Yes,35
ORD1268,07-01-2024,10-01-2024,CUST612,Lori Newman,Corporate,PROD3141,Mouse,Electronics,North,Minnesota,Mathewsstad,10,512,20,4327,4096.62,230.38,Credit card,Cancelled,"Manning, Mcdonald and Schultz",tammy07@li-johnson.org,3,Yes,48
ORD1269,05-06-2025,08-06-2025,CUST381,Mrs. Kelly Mills,Consumer,PROD9630,Office Chair,Furniture,East,Arkansas,East Corey,10,1872,10,17079,16848.77,230.23,UPI,Returned,Kelly LLC,mckinneyerika@brown.info,15,No,0
ORD1270,26-01-2025,29-01-2025,CUST442,David Baldwin,Corporate,PROD4477,Stapler,Office Supplies,West,Florida,East Allison,8,4204,20,27136.6,26906.22,230.38,UPI,Pending,Decker-Walker,harpermeghan@smith-young.com,48,No,0
ORD1271,15-09-2025,16-09-2025,CUST823,Carlos Mathews,Home Office,PROD3143,Mouse,Electronics,West,Nebraska,Maxshire,10,1145,0,11681,11450.84,230.16,Net Banking,Delivered,Mitchell-Williams,ashleyorr@harrington.com,3,Yes,44
ORD1272,17-06-2024,22-06-2024,CUST747,Sarah Cantu,Consumer,PROD8253,Study Table,Furniture,East,Arkansas,Port Richard,10,1992,20,16167,15936.83,230.17,Credit card,Pending,"Villarreal, Smith and Sawyer",usmith@thompson.com,10,No,0
ORD1273,21-05-2025,23-05-2025,CUST919,Gina Young,Home Office,PROD2494,Keyboard,Electronics,West,Maine,West Laurenton,6,1381,0,8517,8286.74,230.26,Cash,Returned,Hicks-Evans,sylvia07@pierce-parker.com,3,Yes,33
ORD1274,21-04-2025,22-04-2025,CUST642,Eric Mathis,Home Office,PROD1352,Sugar,Grocery,East,Illinois,Cisnerosburgh,4,3670,5,14177,13946.68,230.32,UPI,Returned,Sullivan-Williams,shunter@hall.biz,19,No,0
ORD1275,09-06-2025,13-06-2025,CUST952,Traci Boyd,Consumer,PROD1908,Mouse,Electronics,East,Missouri,Amymouth,8,3891,20,25133.4,24903.21,230.19,Cash,Delivered,"Stephens, Singleton and Mason",simpsonrobert@jones.com,43,No,0
ORD1276,12-06-2025,16-06-2025,CUST689,John Stevenson,Corporate,PROD7036,Monitor,Electronics,South,Connecticut,West Brenda,10,584,5,5779,5548.72,230.28,UPI,Delivered,Stone and Sons,jeffreycastillo@macias.biz,41,No,0
ORD1277,01-06-2025,07-06-2025,CUST330,Shawn Taylor,Corporate,PROD5013,Bookshell,Furniture,East,North Carolina,Youngmouth,7,2565,0,18186,17955.82,230.18,Net Banking,Cancelled,"Green, Christian and Perkins",teresa93@lyons-hernandez.info,35,No,0
ORD1278,28-03-2025,01-04-2025,CUST365,Kristina Juarez,Consumer,PROD8363,Office Chair,Furniture,North,Florida,Port Daryltown,4,4038,5,15575.4,15345.24,230.16,Cash,Cancelled,Nguyen PLC,qthomas@hernandez.net,47,No,0
ORD1279,06-10-2025,08-10-2025,CUST944,Samantha Larsen,Home Office,PROD6991,Notebook,Office Supplies,North,Tennessee,North David,4,1346,20,4538.2,4308.02,230.18,Credit card,Delivered,Wade-Mcgee,donaldjohnson@nguyen-miller.info,26,No,0
ORD1280,21-05-2025,25-05-2025,CUST632,Joann Zamora,Home Office,PROD5965,File Folder,Office Supplies,North,California,East Steven,6,3889,0,23565,23334.61,230.39,UPI,Delivered,"Gonzales, Mcintosh and Johnson",shellythomas@shields-phillips.net,41,No,0
ORD1281,14-08-2024,15-08-2024,CUST857,Makayla Jacobs,Corporate,PROD1404,Pen,Office Supplies,South,Massachusetts,Kennethstad,5,279,5,1556.25,1326.15,230.1,Credit card,Delivered,Michael-Koch,jamieluna@weber.com,11,No,0
ORD1282,24-10-2025,26-10-2025,CUST256,Peter Harding,Corporate,PROD4893,Mouse,Electronics,East,Montana,North Nathanside,9,974,15,7682.1,7451.82,230.28,Credit card,Delivered,Taylor PLC,kristine39@ford.net,3,Yes,31
ORD1283,07-09-2025,10-09-2025,CUST897,Gina Powell,Home Office,PROD6996,Notebook,Office Supplies,East,Maryland,Katieville,4,1353,0,5643,5412.83,230.17,Net Banking,Pending,"West, Jacobs and Griffin",thomas82@rivera.com,1,Yes,31
ORD1284,15-06-2025,20-06-2025,CUST636,Ryan Peterson,Consumer,PROD6415,Sofa,Furniture,East,Pennsylvania,Port Mark,6,4430,5,25482,25251.86,230.14,Credit card,Pending,Young-Boyd,lisajones@harris-wilson.biz,17,No,0
ORD1285,30-09-2025,07-10-2025,CUST188,Karen Ochoa,Home Office,PROD6901,File Folder,Office Supplies,South,Connecticut,North Sandra,4,1443,0,6003,5772.68,230.32,Net Banking,Returned,Smith-Miranda,colemiguel@pham.biz,1,Yes,32
ORD1286,19-12-2023,23-12-2023,CUST201,Nicholas Oconnor,Consumer,PROD2640,Pen,Office Supplies,West,West Virginia,Walshtown,2,1720,20,2983,2752.9,230.1,Cash,Pending,"Tate, Rodriguez and Harris",samantha97@skinner.info,1,Yes,29
ORD1287,15-01-2025,22-01-2025,CUST652,Kenneth Bennett,Corporate,PROD4623,Notebook,Office Supplies,East,North Carolina,East Anthonyfurt,5,2838,0,14421,14190.81,230.19,Cash,Returned,Spencer-Williams,newtonmichelle@hoffman.net,3,Yes,50
ORD1288,06-03-2025,10-03-2025,CUST864,Makayla Anderson,Corporate,PROD7193,Sofa,Furniture,West,Minnesota,Joseshire,8,4292,20,27699.8,27469.64,230.16,UPI,Cancelled,Sexton PLC,matthew89@reese-walker.com,9,Yes,31
ORD1289,29-04-2024,04-05-2024,CUST562,Joseph Smith,Consumer,PROD1807,Juice Pack,Grocery,South,Virginia,New Angelahaven,3,1596,10,4540.2,4309.81,230.39,Net Banking,Cancelled,"Castro, Miles and Burns",iguerra@wu-li.com,41,No,0
ORD1290,19-10-2025,26-10-2025,CUST936,Mrs. Renee Jones,Home Office,PROD5368,Notebook,Office Supplies,East,Michigan,Maryland,2,308,0,847,616.77,230.23,Cash,Delivered,Harrington-Moreno,rwolf@jones.com,45,No,0
ORD1291,19-07-2024,20-07-2024,CUST849,Michael Gardner,Corporate,PROD4270,Juice Pack,Grocery,South,New Jersey,Franklinport,5,3362,15,14519.5,14289.37,230.13,Credit card,Returned,Logan-Nelson,josephday@lewis.net,11,No,0
ORD1292,14-01-2024,20-01-2024,CUST998,Stephanie Bass,Consumer,PROD4116,Dining Table,Furniture,North,Mississippi,Howestad,9,1202,5,10508.1,10277.91,230.19,UPI,Delivered,Huber PLC,aoneal@taylor-marks.com,44,No,0
ORD1293,16-09-2025,21-09-2025,CUST816,Vanessa Velasquez,Corporate,PROD7571,Cooking oil,Grocery,North,Vermont,Stoneborough,3,2509,5,7381.65,7151.53,230.12,Credit card,Returned,Oconnell-Green,hannahsanchez@marshall.com,15,No,0
ORD1294,24-01-2025,30-01-2025,CUST968,James Perez,Consumer,PROD4343,Monitor,Electronics,South,Delaware,Edwardfort,5,2778,15,12037.5,11807.29,230.21,Credit card,Delivered,Long and Sons,staylor@fletcher-mills.com,29,No,0
ORD1295,05-12-2023,07-12-2023,CUST506,Katelyn Manning,Home Office,PROD9867,Keyboard,Electronics,North,Georgia,Samanthaton,8,3610,5,27667,27436.77,230.23,UPI,Returned,Bates-Bennett,christinekrueger@webster-villanueva.com,17,No,0
ORD1296,21-03-2024,28-03-2024,CUST282,Michael Martinez,Consumer,PROD3899,Keyboard,Electronics,West,Wyoming,Ayershaven,5,581,15,2700.25,2470,230.25,Cash,Delivered,Fox LLC,qoconnell@frederick.com,20,No,0
ORD1297,12-02-2025,19-02-2025,CUST638,Heather French,Home Office,PROD2764,Stapler,Office Supplies,East,Alaska,Guzmanville,2,2203,15,3976.1,3745.86,230.24,UPI,Cancelled,Hill-Roberts,joelmcdaniel@conrad.com,22,No,0
ORD1298,19-07-2024,24-07-2024,CUST461,Andrea Patterson,Home Office,PROD7947,Juice Pack,Grocery,South,Hawaii,Rivasmouth,2,3462,20,5770.2,5539.8,230.4,Net Banking,Cancelled,Thomas-Miller,carlparker@carter-reeves.com,13,No,0
ORD1299,14-04-2025,18-04-2025,CUST664,Karen Moore,Corporate,PROD6488,Rice Bag,Grocery,North,South Dakota,West Justin,1,1972,0,2203,1972.61,230.39,UPI,Delivered,Vargas-Travis,rebeccaevans@miller.info,32,No,0
ORD1300,30-07-2024,03-08-2024,CUST416,Timothy Ferguson,Consumer,PROD1548,Calculator,Office Supplies,North,Florida,Garciaton,10,4744,5,45299,45068.65,230.35,Credit card,Delivered,"Hill, Lewis and Gonzalez",kayla09@hanson-bennett.net,28,No,0
ORD1301,12-02-2025,19-02-2025,CUST113,Aaron Bryant,Corporate,PROD6114,Calculator,Office Supplies,West,Tennessee,Shieldsmouth,10,4965,0,49881,49650.74,230.26,Cash,Delivered,"Barnes, Morgan and Bauer",sarahescobar@huber.com,15,No,0
ORD1302,02-12-2024,06-12-2024,CUST543,Stephanie Jones,Home Office,PROD6082,Monitor,Electronics,East,Delaware,Mcintyrechester,1,4127,20,3532.6,3302.26,230.34,Credit card,Returned,"Hicks, Taylor and Harris",kevinpalmer@hart.com,22,No,0
ORD1303,20-02-2024,24-02-2024,CUST256,Rose Hunter,Home Office,PROD4890,Keyboard,Electronics,North,Louisiana,Leeburgh,7,333,20,2095.8,1865.52,230.28,Cash,Pending,Ellis Group,heather24@harris.net,5,Yes,43
ORD1304,30-12-2024,04-01-2025,CUST689,Kevin Davis,Consumer,PROD4930,Office Chair,Furniture,South,Virginia,Ryanside,4,3051,5,11824.8,11594.47,230.33,Net Banking,Returned,"Forbes, Buchanan and George",pho@gates.net,34,No,0
ORD1305,30-05-2025,01-06-2025,CUST103,Keith Bailey,Home Office,PROD4240,Mouse,Electronics,East,Idaho,Stewarttown,8,4238,5,32439.8,32209.5,230.3,Cash,Cancelled,Tucker-Paul,erica15@weiss-andrews.com,48,No,0
ORD1306,18-06-2024,24-06-2024,CUST176,Chad Dunn,Corporate,PROD4807,Monitor,Electronics,North,Tennessee,Alexanderland,7,3247,20,18414.2,18183.85,230.35,Net Banking,Pending,Collins-Bush,martinhenry@farrell-alvarado.net,8,Yes,36
ORD1307,19-02-2025,26-02-2025,CUST350,Douglas Burns,Corporate,PROD7221,Sugar,Grocery,West,Kentucky,Blackfort,6,1330,5,7812,7581.77,230.23,Cash,Returned,Clayton-Hunter,kendra64@perez.com,8,Yes,49
ORD1308,30-10-2025,06-11-2025,CUST590,Sara Walker,Consumer,PROD2878,Rice Bag,Grocery,North,Kentucky,Joshuaberg,3,4236,15,11254.8,10802.68,452.12,Credit card,Delivered,Mitchell Inc,bjohnson@park-jackson.info,6,Yes,22
ORD1309,06-04-2024,13-04-2024,CUST877,Charles Acevedo,Consumer,PROD8759,Cooking oil,Grocery,South,Tennessee,Lake Shelbyborough,7,436,5,3352.4,2900.16,452.24,Net Banking,Delivered,Perry-Rose,jacquelinetran@doyle.org,37,No,0
ORD1310,22-09-2025,29-09-2025,CUST209,Jordan Campbell,Home Office,PROD8490,Cooking oil,Grocery,West,California,Kimberlybury,6,4303,0,26271,25818.74,452.26,Cash,Returned,"Bowen, Acosta and Gutierrez",robertwade@flores-church.info,35,No,0
ORD1311,24-12-2023,25-12-2023,CUST169,Tim Nelson,Consumer,PROD7097,Notebook,Office Supplies,East,Utah,Cookville,6,1042,15,5767.2,5315,452.2,Cash,Pending,Robinson-Cruz,daniel72@bell.org,24,No,0
ORD1312,16-05-2024,21-05-2024,CUST790,Michelle Fox,Corporate,PROD2314,Snacks,Grocery,North,Michigan,Port Nicoleburgh,3,1891,15,5275.05,4822.82,452.23,Credit card,Returned,West LLC,elizabethharris@valenzuela.com,46,No,0
ORD1313,24-08-2025,26-08-2025,CUST184,Carrie Hurley,Home Office,PROD6530,Sugar,Grocery,East,Maine,Collinsstad,4,3061,15,10860.4,10408.09,452.31,UPI,Pending,Daniels-Flores,shannoncole@leon.com,47,No,0
ORD1314,27-12-2024,02-01-2025,CUST592,Michael Brown,Consumer,PROD1364,Keyboard,Electronics,North,Vermont,Lake Johnnyhaven,10,1283,20,10717,10264.75,452.25,UPI,Delivered,"Kirk, Anderson and Franklin",nolanjesse@higgins-lopez.biz,27,No,0
ORD1315,22-07-2025,26-07-2025,CUST917,Mrs. Julie Scott,Corporate,PROD8250,Monitor,Electronics,West,Minnesota,East Clifford,9,1135,20,8625,8172.74,452.26,UPI,Cancelled,Mendez LLC,sandovaljeffery@mccarty-cochran.com,16,No,0
ORD1316,27-03-2024,03-04-2024,CUST529,Anthony Murphy,Consumer,PROD6494,Keyboard,Electronics,North,Vermont,Smithview,1,1301,15,1558.85,1106.49,452.36,Cash,Returned,Walters-Robertson,tammy47@fowler-herring.org,27,No,0
ORD1317,25-12-2023,28-12-2023,CUST285,Paul Stevenson,Consumer,PROD5961,Notebook,Office Supplies,South,Idaho,West Dawnview,7,2090,15,12888.5,12436.13,452.37,Credit card,Pending,Carter and Sons,lodonnell@jacobs.com,36,No,0
ORD1318,07-04-2024,10-04-2024,CUST464,Cheyenne Butler,Home Office,PROD7795,Keyboard,Electronics,South,Connecticut,North Paige,8,1617,15,11448.6,10996.24,452.36,Cash,Returned,"Boyle, Smith and Miller",floresrandy@lee.biz,4,Yes,43
ORD1319,11-05-2024,14-05-2024,CUST389,Scott Pineda,Corporate,PROD1597,Stapler,Office Supplies,West,Maryland,New Melissa,8,3208,20,20984.2,20532.04,452.16,UPI,Pending,Garza and Sons,charles21@murphy.biz,24,No,0
ORD1320,30-05-2024,02-06-2024,CUST699,Alexander Johnson DVM,Home Office,PROD1124,Sugar,Grocery,North,Iowa,Timberg,3,3522,5,10490.7,10038.59,452.11,Net Banking,Delivered,Ford-Olsen,martinezchristopher@vaughan.org,5,Yes,26
ORD1321,10-07-2024,11-07-2024,CUST485,Paul Arroyo,Corporate,PROD5805,Pen,Office Supplies,South,Arizona,Murraytown,2,107,20,624.2,171.84,452.36,Cash,Delivered,Barry-Carroll,vking@young.com,11,No,0
ORD1322,10-04-2025,14-04-2025,CUST170,Nichole Garner,Home Office,PROD4680,Dining Table,Furniture,North,Minnesota,New Christophermouth,8,2938,5,22781.8,22329.58,452.22,Credit card,Delivered,Moore-Nelson,david19@tucker-martinez.com,40,No,0
ORD1323,21-07-2025,22-07-2025,CUST304,Brandon Wright,Consumer,PROD6236,Sofa,Furniture,East,Massachusetts,Stevensport,6,750,0,4953,4500.79,452.21,UPI,Returned,"Fowler, Smith and Fuentes",janicemartin@scott.com,39,No,0
ORD1324,03-02-2025,07-02-2025,CUST910,Reginald Greene,Consumer,PROD6584,Sugar,Grocery,East,Alabama,Brooksburgh,4,436,5,2109.8,1657.49,452.31,Cash,Delivered,Medina and Sons,jenniferanderson@stokes-garza.com,36,No,0
ORD1325,14-05-2024,16-05-2024,CUST244,Carrie Cobb,Consumer,PROD6203,Office Chair,Furniture,South,Alaska,East Terriberg,3,108,20,712.2,260.02,452.18,Credit card,Cancelled,"Miller, Lee and Beck",patricialowe@gould.com,1,Yes,33
ORD1326,25-02-2025,02-03-2025,CUST185,Blake Lopez,Consumer,PROD2826,File Folder,Office Supplies,North,Missouri,Cruzshire,5,4162,5,20222.5,19770.28,452.22,Net Banking,Cancelled,Deleon-Kelley,cwolfe@taylor.com,24,No,0
ORD1327,21-05-2024,26-05-2024,CUST866,Roberto Long,Home Office,PROD5910,Rice Bag,Grocery,South,Indiana,Melissatown,3,3487,0,10914,10461.63,452.37,Cash,Cancelled,Arnold-Cameron,emorse@lewis.net,46,No,0
ORD1328,08-10-2024,10-10-2024,CUST184,Brian Strickland,Home Office,PROD6244,Stapler,Office Supplies,North,Nevada,Brooksstad,2,3588,10,6911.4,6459.14,452.26,Cash,Returned,Powell PLC,qthompson@potter-hardy.com,13,No,0
ORD1329,04-09-2024,09-09-2024,CUST238,Kara Carter,Consumer,PROD8645,File Folder,Office Supplies,South,Wyoming,Lisahaven,3,1813,10,5348.1,4895.82,452.28,Net Banking,Pending,"Haas, Long and Wheeler",brandonskinner@berry.com,19,No,0
ORD1330,28-02-2024,02-03-2024,CUST407,Alexis Nixon,Corporate,PROD4878,Keyboard,Electronics,East,Maine,Lake Clayton,1,372,5,806.4,354.11,452.29,Cash,Cancelled,"Larson, Hays and Schmidt",reillydavid@dyer.com,13,No,0
ORD1331,26-10-2024,02-11-2024,CUST806,Kenneth Luna,Corporate,PROD2752,Headphones,Electronics,East,Delaware,West Andrewburgh,8,681,0,5901,5448.76,452.24,Credit card,Returned,"Hall, Smith and Matthews",castillostuart@lee.com,31,No,0
ORD1332,25-04-2025,26-04-2025,CUST252,Kaitlyn Huang,Corporate,PROD3487,Keyboard,Electronics,West,Illinois,Davidsonville,6,2064,15,10979.4,10527.11,452.29,UPI,Returned,"Foster, Andrews and Huffman",melanie74@sellers.net,50,No,0
ORD1333,14-08-2025,15-08-2025,CUST482,Mark Fields,Home Office,PROD8770,Sugar,Grocery,North,Washington,North Graceport,4,3065,15,10874,10421.84,452.16,Cash,Delivered,Sullivan-Obrien,crystal54@matthews.com,3,Yes,38
ORD1334,16-09-2024,22-09-2024,CUST679,Melissa Williams,Consumer,PROD3985,Snacks,Grocery,North,Delaware,Port Danielleborough,9,1781,0,16482,16029.64,452.36,Credit card,Returned,Hull-Miller,amyjacobs@sellers.net,14,No,0
